CSID,Question,Text,Rank
7165213,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
7165213,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,4
7165213,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,5
7165213,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7165214,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
7165214,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7165214,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7165214,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
7165214,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7165214,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
7165233,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
7165233,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7165233,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
7165233,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7165233,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),5
7165233,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7165234,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7165234,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7165234,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7165234,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
7165234,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7165234,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
7165244,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,1
7165244,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
7165244,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7165244,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7165244,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7165244,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7165256,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
7165256,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
7165256,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7165256,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7165256,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7165256,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
7165258,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7165258,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,2
7165258,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7165258,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7165258,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7165258,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7165289,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7165289,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
7165289,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),3
7165289,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
7165289,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7165289,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
7165297,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,1
7165297,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
7165297,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7165297,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7165297,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7165297,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7165298,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7165298,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
7165298,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7165298,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
7165298,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7165298,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7165300,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7165300,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7165300,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7165300,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7165300,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7165300,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",6
7165321,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7165321,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
7165321,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
7165321,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7165321,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7165321,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7165370,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7165370,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7165370,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
7165370,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",4
7165370,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7165370,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
7165380,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
7165380,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
7165380,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7165380,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
7165380,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
7165380,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
7165401,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7165401,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,2
7165401,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7165401,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7165401,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7165401,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
7165402,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7165402,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,2
7165402,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7165402,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7165402,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",5
7165402,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
7165406,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
7165406,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7165406,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7165406,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
7165406,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,5
7165406,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
7165424,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7165424,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
7165424,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,3
7165424,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,4
7165424,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
7165424,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
7165460,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
7165460,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,2
7165460,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
7165460,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
7165460,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
7165460,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,6
7165477,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,1
7165477,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7165477,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7165477,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7165477,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,5
7165477,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
7165604,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),1
7165604,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,2
7165604,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
7165604,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,4
7165604,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7165604,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
7165625,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
7165625,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",2
7165625,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7165625,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7165625,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7165625,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
7165672,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7165672,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
7165672,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7165672,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7165672,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7165672,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
7165688,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,1
7165688,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7165688,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
7165688,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
7165688,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
7165688,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7165690,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
7165690,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
7165690,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
7165690,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,4
7165690,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7165690,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",6
7165698,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7165698,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7165698,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,3
7165698,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
7165698,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,5
7165698,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
7165709,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7165709,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7165709,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7165709,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7165709,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7165709,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7165729,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7165729,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7165729,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7165729,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7165729,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
7165729,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7165794,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7165794,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
7165794,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
7165794,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
7165794,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7165794,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
7166040,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7166040,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7166040,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
7166040,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7166040,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,5
7166040,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7166349,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7166349,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
7166349,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7166349,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
7166349,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",5
7166349,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7166354,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
7166354,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7166354,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7166354,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
7166354,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,5
7166354,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
7166398,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7166398,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7166398,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7166398,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,4
7166398,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7166398,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
7166461,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7166461,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
7166461,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",3
7166461,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7166461,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7166461,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7166525,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7166525,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7166525,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
7166525,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7166525,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
7166525,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7166814,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7166814,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7166814,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7166814,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7166814,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
7166814,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
7166957,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
7166957,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
7166957,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7166957,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
7166957,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7166957,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
7167114,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
7167114,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,2
7167114,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167114,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
7167114,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
7167114,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7167126,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7167126,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
7167126,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,3
7167126,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7167126,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7167126,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7167174,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7167174,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7167174,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167174,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
7167174,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7167174,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7167209,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
7167209,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7167209,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
7167209,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
7167209,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",5
7167209,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7167220,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7167220,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7167220,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167220,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
7167220,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
7167220,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
7167232,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7167232,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
7167232,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
7167232,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",4
7167232,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
7167232,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7167313,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,1
7167313,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
7167313,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167313,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7167313,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
7167313,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
7167517,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
7167517,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
7167517,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
7167517,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7167517,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7167517,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",6
7167573,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7167573,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
7167573,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7167573,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
7167573,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
7167573,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
7167577,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7167577,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
7167577,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
7167577,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
7167577,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
7167577,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
7167584,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
7167584,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
7167584,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
7167584,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
7167584,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
7167584,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
7167585,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
7167585,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
7167585,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
7167585,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
7167585,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
7167585,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
7167588,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
7167588,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,2
7167588,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
7167588,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
7167588,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
7167588,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
